body,published_on,source,tags,title
"Charles Hoskinson, the co-founder of Ethereum and Cardano, entered the cryptocurrency sector when Bitcoin was valued at just over $1. Since then, the infrastructure supporting the market and blockchain systems has changed drastically, at an exponential rate. In an interview with Mpho Dagada, Hoskinson, the CEO of IOHK, a technology company that leads the developmentThe post Ethereum Co-Founder Invested in Bitcoin at $1 in 2011, What&#8217;s Changed? appeared first on CCN",2018-09-16 18:30:47,ccn,Altcoin News|Ethereum News|News|Cardano|Charles Hoskinson|DApp|Vitalik Buterin,"Ethereum Co-Founder Invested in Bitcoin at $1 in 2011, What’s Changed?"
"There are low time frame recoveries but it looks likely that our previous Cardano price analysis and subsequent price predictions remain true. This is despite the flurry of positive price boosting Cardano news which should naturally lift prices above it’s all-time-lows and main support at 7 cents. If anything, Cardano has a bearish outlook that’s...The post Cardano Price Analysis: Cardano Buyers Accumulate appeared first on NewsBTC.",2018-09-15 02:00:07,newsbtc,Technical|ADA/USD|Cardano Latest News|Cardano price|Cardano price Analysis|Cardano price Chart|Cardano Price Prediction,Cardano Price Analysis: Cardano Buyers Accumulate
Published on CoinnounceCardano Price Key Features Cardano price shaped a nice support base close to the $0.0600 level against the US Dollar (fastened). There was a break over a pivotal declining channel with resistance at $0.0680 on the hourly graph of the ADA/USD pair (information feed by means of Bittrex). The pair may keep on rising in [&#8230;]The post Cardano Price Analysis: ADA/USD grinding higher. appeared first on Coinnounce.,2018-09-14 11:59:43,coinnounce,#Cardano Price Analysis|#Daily Price Analysis|Altcoins|Cardano|News|Opinion|Price Analysis|Trading|ADA|ADA analysis|ADA blockchain|ADA exchange|ADA price|ADA price analysis|ADA TO USD|ADA TRADE|ADA TRADING|ADA/USD|ADAUSD|ADAUSD CHART|Blockchain|cardano|Cardano analysis|Cardano Blockchain|Cardano coin|Cardano exchange|cardano forecast|CARDANO PREDICTION|Cardano price|Cardano price Analysis|Cardano Price now|Cardano price today|CARDANO TECHNICAL ANALYSIS|CARDANO TRADING|daytrading,Cardano Price Analysis: ADA/USD grinding higher.
"There is a probability that the price may retest the supply zone of $0.08 as the bullish inside bar candle formed at the demand zone of $0.05.The post Cardano (ADA) Price Analysis: Trends of September 14 – 20, 2018 appeared first on CoinSpeaker.",2018-09-14 11:45:05,coinspeaker,News|ada price analysis|ada price prediction|ada usd|cardano|cardano price analysis|cardano price prediction|cardano usd,"Cardano (ADA) Price Analysis: Trends of September 14 – 20, 2018"
Key Highlights ADA price formed a decent support base near the $0.0600 level against the US Dollar (tethered). There was a break above a crucial declining channel with resistance at $0.0680 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair may continue to rise in the short term towards the...The post Cardano Price Analysis: ADA/USD Primed for More Gains appeared first on NewsBTC.,2018-09-14 08:00:51,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Analysis: ADA/USD Primed for More Gains
"After 8-months of consistent lower lows, altcoins are finally recovering as sellers lose steam. Evidently, not only are traders unwinding their tight sells resulting to clear recoveries in Tron, EOS and Stellar, but we might see a reversal in ADA. Cardano (ADA) is trading below it’s all time lows and bear target at 7 cents...The post EOS, Cardano, Tron, Stellar Lumens, IOTA Price Analysis: Altcoin Undervaluation Correction in Progress, Expect More Gains appeared first on NewsBTC.",2018-09-14 00:02:54,newsbtc,Technical|Cardano (ADA) Price Analysis|EOS price analysis|IOTA (IOT) Price Analysis|Stellar Lumens (XLM) Price Analysis|Tron (TRX) Price Analysis,"EOS, Cardano, Tron, Stellar Lumens, IOTA Price Analysis: Altcoin Undervaluation Correction in Progress, Expect More Gains"
"The cryptocurrency market capitalization on Thursday recovered by almost 6.8 percent after establishing its yearly low just yesterday. All the top coins recorded decent bullish corrections, with Ethereum and Monero leading the charts with maximum gains. of 17 percent each. Dash, Cardano, IOTA, Tron, and Litecoin closely followed with a double-digit percentage rise in theirThe post Ethereum, Monero Lead Crypto Market Recovery with 17% Gains, Each appeared first on CCN",2018-09-13 14:38:07,ccn,Altcoin Analysis|Altcoin News|Altcoin Prices|News,"Ethereum, Monero Lead Crypto Market Recovery with 17% Gains, Each"
"Before traveling to South Korea, IOHK and Cardano cofounder Charles Hoskinson hosted a surprise AMA for the Cardano community. During the two-hour long session, Hoskinson answered questions about his health and lifestyle, along with some pressing questions about Cardano. The session consisted of “Bonus Questions” — queries that he has often faced and some live [&#8230;]Cardano&#8217;s Charles Hoskinson Answers Community Questions in Surprise AMA was originally found on [blokt] - Blockchain, Bitcoin &amp; Cryptocurrency News.",2018-09-13 12:42:44,blokt,News|Event,Cardano’s Charles Hoskinson Answers Community Questions in Surprise AMA
"There is a ray of hope in the crypto-sphere: Litecoin is up three percent rejecting lower lows right at $50 support line while Stellar Lumens bulls did add five percent following through on Sep 11 gains. Others as EOS and Monero are stable but edge higher with Monero trending along $100, a psychological level. In...The post Cardano, EOS, Stellar Lumens, Litecoin, Monero Price Analysis: Altcoins Register Gains at Key Supports as Sellers Lose Steam appeared first on NewsBTC.",2018-09-13 00:02:00,newsbtc,Technical|Cardano (ADA) Price Analysis|EOS price analysis|Litecoin (LTC) Price Analysis|Monero (XMR) Price Analysis|Stellar Lumens (XLM) Price Analysis,"Cardano, EOS, Stellar Lumens, Litecoin, Monero Price Analysis: Altcoins Register Gains at Key Supports as Sellers Lose Steam"
"The volatile nature of the cryptocurrency market needs no introduction after its staggering gains in 2017 and subsequent losses of 2018. Looking at the market as a whole, however, gives us a bigger picture of who were the biggest losers and which coins were the best at storing value. Total Market Cap Still 11 Times Bigger Than in 2017 The total cryptocurrency market capitalization hit highs of a staggering $830bn in the week commencing January 7,Read MoreThe post The Unflippening: Bitcoin&#8217;s Resurgent Dominance Showing Who&#8217;s King appeared first on Bitcoinist.com.",2018-09-12 22:00:47,bitcoinist,Altcoins|Bitcoin|Bitcoin Investment|Featured|Markets and Prices|News|News teaser|bitcoin|bitcoin price|btc|Cardano|EOS|Ethereum|Market Analysis|Market Cap|nem|ripple|tron,The Unflippening: Bitcoin’s Resurgent Dominance Showing Who’s King
"All cryptocurrency ecosystems need to keep evolving over time. Remaining competitive and innovative are two key requirements. For Cardano, its updated roadmap will introduce some interesting changes. The following announced improvements are ranked by ascending benefits for the ecosystem as a whole. #5 Daedelus Comes to Linux Over the past few weeks, the Cardano community [&#8230;]The post Top 5 Changes Coming to Cardano in Version 1.4 appeared first on NullTX.",2018-09-12 16:00:14,themerkle,Coins|Featured|ADA|altcoin|Cardano,Top 5 Changes Coming to Cardano in Version 1.4
"Published on CoinnounceCardano Price Key Features Cardano price declined further and broke the $0.0700 support level against the US Dollar (fastened). There is a noteworthy declining direct set up with resistance at $0.0700 on the hourly graph of the ADA/USD pair (information feed by means of Bittrex). The pair is probably going to break the $0.0620 support [&#8230;]The post Cardano Price Analysis: ADA/USD moving lower, 12 Sep. appeared first on Coinnounce.",2018-09-12 12:59:36,coinnounce,#Cardano Price Analysis|#Daily Price Analysis|Altcoins|Cardano|Cryptocurrency|News|Opinion|Price Analysis|Trading|ADA|ADA coin|ADA exchange|ADA forecast|ADA PREDICTION|ADA price|ADA price analysis|ADA TECHNICAL ANALYSIS|ADA TO USD|ADA USD Chart|ADA/USD|ADAUSD|Blockchain|cardano|Cardano analysis|Cardano Blockchain|CARDANO CHART|Cardano coin|cardano forecast|CARDANO FUTURE|CARDANO PREDICTION|Cardano price|cardano price 2018|Cardano price Analysis|Cardano price today|cardano to dollar|CARDANO TRADE|CARDANO TRADING|daytrading,"Cardano Price Analysis: ADA/USD moving lower, 12 Sep."
Losses across crypto continue this week amid damp sentiment,2018-09-12 11:31:00,cointelegraph,Bitcoin News|Ethereum News|Bitcoin Price Index|Dash|Litecoin|Bitcoin Cash|Cardano|Dogecoin|Goldman Sachs|Vitalik Buterin,Cryptocurrency Markets Slump Midweek as Ethereum Hits New 2018 Lows
"FOMO Moments Markets have crashed again; Ethereum, Bitcoin Cash, Litecoin and Cardano getting destroyed. The pain in crypto land has increased over the past 24 hours as markets have sunk to a new 2018 low point. The world has fallen out of Ethereum as it has led the downward charge dropping total market capitalization below...The post Ethereum Smashed to $170 as Crypto Markets Hit Another Yearly Low appeared first on NewsBTC.",2018-09-12 10:00:45,newsbtc,Altcoins|Ethereum|FOMO|Cardano|crypto dumop|DETH|ETH|ether crash|ethereum|market low,Ethereum Smashed to $170 as Crypto Markets Hit Another Yearly Low
Key Highlights ADA price declined further and broke the $0.0700 support level against the US Dollar (tethered). There is a major declining channel in place with resistance at $0.0700 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is likely to break the $0.0620 support area and decline further in...The post Cardano Price Analysis: ADA/USD Could Test $0.060 appeared first on NewsBTC.,2018-09-12 08:00:14,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Analysis: ADA/USD Could Test $0.060
"Aside from news of Stellar Foundation acquiring Chain, a San Francisco blockchain start up for a figure believed to be above $40 million, Litecoin developers are back. This time, they have plans of launching a web based Litecoin wallet that will be secure enough to fend off attackers. Though positive, these two didn’t change the...The post Litecoin, Stellar Lumens, EOS, Cardano, Monero Price Analysis: Sellers on Overdrive, But Stellar Lumens Gains Could Slow Price Erosion appeared first on NewsBTC.",2018-09-12 00:02:33,newsbtc,Technical|Cardano (ADA) Price Analysis|EOS price analysis|Litecoin (LTC) Price Analysis|Monero (XMR) Price Analysis|Stellar Lumens (XLM) Price Analysis,"Litecoin, Stellar Lumens, EOS, Cardano, Monero Price Analysis: Sellers on Overdrive, But Stellar Lumens Gains Could Slow Price Erosion"
"FOMO Moments Altcoins are still suffering; Cardano, Nem and VeChain still dumping, Emercoin and Waves rising. There has been virtually no movement in the crypto markets over the past 24 hours. They are still thoroughly depressed and in their worst state for over a year. Total market capitalization is still below $200 billion and close...The post Cryptocurrency Market Update: Bitcoin Dominance Reaches New 2018 High appeared first on NewsBTC.",2018-09-11 10:00:08,newsbtc,Altcoins|Bitcoin|FOMO|altcoin crash|bearish market|bitcoin dominance|Cardano,Cryptocurrency Market Update: Bitcoin Dominance Reaches New 2018 High
"Published on CoinnounceCardano Price Key Features Cardano price is under substantial weight and it could before long break the $0.0740 support against the US Dollar (fastened). There is a key bearish pattern line shaped with resistance at $0.0780 on the hourly graph of the ADA/USD match (information feed by means of Bittrex). The pair is right now [&#8230;]The post Cardano Price Analysis: ADA/USD bearish pattern, 10 Sep. appeared first on Coinnounce.",2018-09-10 12:48:03,coinnounce,#Cardano Price Analysis|#Daily Price Analysis|Altcoins|Cardano|News|Opinion|Price Analysis|Trading|ADA|ADA coin|ADA exchange|ADA forecast|ADA PREDICTION|ADA price|ADA price analysis|ADA TECHNICAL ANALYSIS|ADA TO USD|ADA USD Chart|ADA/USD|ADAUSD|Blockchain|cardano|Cardano analysis|Cardano Blockchain|CARDANO CHART|Cardano coin|cardano forecast|CARDANO FUTURE|CARDANO PREDICTION|Cardano price|cardano price 2018|Cardano price Analysis|Cardano price today|cardano to dollar|CARDANO TRADE|CARDANO TRADING|daytrading,"Cardano Price Analysis: ADA/USD bearish pattern, 10 Sep."
Just $400 million now stands between tether and litecoin after months of selling during which tether&#8217;s market cap has only known up. After overtaking Cardano following a printing of $300...The post Tether Close to Overtaking Litecoin in Market Cap appeared first on Trustnodes.,2018-09-10 11:43:07,trustnodes,Crypto|Crypto Markets|News|Tokens,Tether Close to Overtaking Litecoin in Market Cap
"The 114 year old investments services firm, EF Hutton, a subsidiary of HUTN Group Inc, has started offering &#39;subscription only&#39; cryptocurrency oriented market research. The first report covers seven top cryptocurrencies; Bitcoin (BTC), Ethereum (ETH), Ripple (XRP), EOS (EOS), Litecoin (LTC), Bitcoin cash (BCH), and Cardano (ADA).",2018-09-10 11:15:39,cryptoglobe,,EF Hutton Publishes Crypto Research Covering Top Cryptocurrencies
Key Highlights ADA price is under heavy pressure and it could soon break the $0.0740 support against the US Dollar (tethered). There is a key bearish trend line formed with resistance at $0.0780 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is currently moving lower and it may soon...The post Cardano Price Analysis: ADA/USD Likely To Extend Declines appeared first on NewsBTC.,2018-09-10 08:00:05,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Analysis: ADA/USD Likely To Extend Declines
